ю╖д║,цЬа╓юо╫ц,цЬа╓аж╠Б,фР╠у╟╙,цж╪р╟╙,цж╢К╟╙
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-24 09:00,H,101056,100989,101100
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-24 10:00,H,100903,100828,100989
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-24 11:00,H,100781,100739,100828
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-24 12:00,H,100701,100628,100750
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-24 13:00,H,100557,100489,100628
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-24 14:00,H,100431,100400,100489
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-24 15:00,H,100345,100300,100400
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-24 16:00,H,100280,100269,100300
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-24 17:00,H,100298,100278,100328
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-24 18:00,H,100358,100328,100369
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-24 19:00,H,100415,100369,100459
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-24 20:00,H,100557,100469,100650
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-24 21:00,H,100698,100650,100739
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-24 22:00,H,100786,100739,100828
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-24 23:00,H,100864,100828,100878
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-25 00:00,H,100877,100869,100889
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-25 01:00,H,100870,100859,100889
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-25 02:00,H,100834,100800,100869
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-25 03:00,H,100784,100759,100800
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-25 04:00,H,100743,100709,100769
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-25 05:00,H,100837,100769,100869
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-25 06:00,H,100842,100819,100869
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-25 07:00,H,100876,100819,100939
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-25 08:00,H,100949,100919,100978
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-25 09:00,H,100960,100928,100989
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-25 10:00,H,100869,100819,100928
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-25 11:00,H,100756,100728,100809
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-25 12:00,H,100755,100728,100800
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-25 13:00,H,100760,100678,100809
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-25 14:00,H,100662,100639,100709
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-25 15:00,H,100782,100709,100839
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-25 16:00,H,100850,100828,100878
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-25 17:00,H,100913,100869,100969
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-25 18:00,H,100930,100909,100969
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-25 19:00,H,100918,100900,100939
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-25 20:00,H,100961,100928,101000
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-25 21:00,H,100976,100928,101019
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-25 22:00,H,100899,100878,100919
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-25 23:00,H,100870,100828,100900
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-26 00:00,H,100824,100809,100839
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-26 01:00,H,100837,100828,100850
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-26 02:00,H,100849,100839,100859
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-26 03:00,H,100892,100850,100928
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-26 04:00,H,100952,100928,100969
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-26 05:00,H,101004,100959,101050
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-26 06:00,H,101150,101059,101250
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-26 07:00,H,101290,101250,101319
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-26 08:00,H,101344,101319,101409
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-26 09:00,H,101420,101389,101439
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-26 10:00,H,101429,101409,101450
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-26 11:00,H,101399,101369,101428
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-26 12:00,H,101340,101309,101369
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-26 13:00,H,101295,101239,101350
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-26 14:00,H,101221,101209,101239
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-26 15:00,H,101200,101189,101219
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-26 16:00,H,101231,101200,101259
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-26 17:00,H,101297,101250,101339
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-26 18:00,H,101358,101319,101389
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-26 19:00,H,101449,101400,101489
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-26 20:00,H,101523,101489,101559
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-26 21:00,H,101587,101559,101628
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-26 22:00,H,101659,101628,101678
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-26 23:00,H,101706,101678,101719
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-27 00:00,H,101748,101719,101778
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-27 01:00,H,101797,101778,101809
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-27 02:00,H,101834,101809,101859
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-27 03:00,H,101853,101850,101869
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-27 04:00,H,101844,101828,101859
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-27 05:00,H,101876,101859,101900
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-27 06:00,H,101912,101889,101939
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-27 07:00,H,101932,101919,101950
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-27 08:00,H,101878,101839,101919
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-27 09:00,H,101761,101678,101839
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-27 10:00,H,101598,101539,101678
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-27 11:00,H,101474,101389,101550
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-27 12:00,H,101356,101328,101389
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-27 13:00,H,101272,101200,101328
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-27 14:00,H,101163,101139,101200
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-27 15:00,H,101123,101109,101150
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-27 16:00,H,101118,101100,101128
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-27 17:00,H,101113,101100,101119
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-27 18:00,H,101118,101109,101128
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-27 19:00,H,101176,101139,101228
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-27 20:00,H,101240,101219,101259
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-27 21:00,H,101259,101239,101269
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-27 22:00,H,101230,101200,101269
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-27 23:00,H,101178,101139,101209
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-28 00:00,H,101143,101128,101159
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-28 01:00,H,101072,101000,101128
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-28 02:00,H,100960,100928,101000
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-28 03:00,H,100906,100859,100939
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-28 04:00,H,100829,100778,100878
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-28 05:00,H,100762,100728,100789
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-28 06:00,H,100663,100600,100728
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-28 07:00,H,100596,100569,100619
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-28 08:00,H,100562,100528,100619
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-28 09:00,H,100459,100400,100539
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-28 10:00,H,100350,100319,100400
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-28 11:00,H,100258,100209,100309
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-28 12:00,H,100192,100169,100209
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-28 13:00,H,100099,100028,100169
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-28 14:00,H,99955,99900,100028
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-28 15:00,H,99872,99839,99909
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-28 16:00,H,99806,99759,99850
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-28 17:00,H,99747,99728,99769
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-28 18:00,H,99774,99759,99789
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-28 19:00,H,99796,99789,99809
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-28 20:00,H,99829,99789,99859
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-28 21:00,H,99864,99839,99900
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-28 22:00,H,99933,99900,99959
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-28 23:00,H,99984,99959,100009
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-29 00:00,H,100018,100000,100039
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-29 01:00,H,100024,100009,100039
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-29 02:00,H,100067,100028,100119
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-29 03:00,H,100079,100050,100119
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-29 04:00,H,100005,99959,100069
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-29 05:00,H,100054,99978,100128
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-29 06:00,H,99934,99819,100109
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-29 07:00,H,99802,99769,99839
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-29 08:00,H,99744,99678,99778
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-29 09:00,H,99800,99719,99889
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-29 10:00,H,99770,99719,99809
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-29 11:00,H,99752,99728,99769
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-29 12:00,H,99720,99689,99739
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-29 13:00,H,99693,99678,99709
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-29 14:00,H,99688,99659,99739
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-29 15:00,H,99710,99659,99759
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-29 16:00,H,99661,99650,99689
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-29 17:00,H,99737,99689,99789
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-29 18:00,H,99863,99789,99959
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-29 19:00,H,100056,99969,100139
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-29 20:00,H,100247,100150,100350
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-29 21:00,H,100432,100350,100489
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-29 22:00,H,100542,100478,100578
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-29 23:00,H,100613,100578,100650
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-30 00:00,H,100712,100659,100739
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-30 01:00,H,100772,100739,100800
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-30 02:00,H,100816,100800,100828
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-30 03:00,H,100770,100719,100809
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-30 04:00,H,100768,100750,100800
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-30 05:00,H,100784,100769,100800
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-30 06:00,H,100759,100739,100778
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-30 07:00,H,100755,100719,100789
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-30 08:00,H,100696,100628,100728
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-30 09:00,H,100621,100600,100650
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-30 10:00,H,100461,100339,100628
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-30 11:00,H,100263,100239,100339
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-30 12:00,H,100098,99969,100228
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-30 13:00,H,99858,99778,99969
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-30 14:00,H,99759,99739,99778
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-30 15:00,H,99755,99750,99769
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-30 16:00,H,99821,99759,99878
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-30 17:00,H,99931,99878,99978
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-30 18:00,H,100043,99969,100128
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-30 19:00,H,100218,100139,100309
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-30 20:00,H,100391,100309,100469
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-30 21:00,H,100530,100478,100578
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-30 22:00,H,100619,100578,100669
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-30 23:00,H,100689,100659,100719
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-31 00:00,H,100760,100728,100800
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-31 01:00,H,100809,100789,100828
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-31 02:00,H,100832,100819,100839
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-31 03:00,H,100806,100789,100828
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-31 04:00,H,100778,100750,100809
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-31 05:00,H,100857,100800,100900
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-31 06:00,H,100947,100900,101009
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-31 07:00,H,100961,100919,101000
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-31 08:00,H,100849,100750,100919
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-31 09:00,H,100677,100609,100759
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-31 10:00,H,100482,100400,100600
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-31 11:00,H,100363,100328,100400
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-31 12:00,H,100249,100150,100328
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-31 13:00,H,100097,100039,100150
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-31 14:00,H,99998,99959,100039
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-31 15:00,H,99945,99928,99959
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-31 16:00,H,99926,99909,99950
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-31 17:00,H,99932,99909,99950
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-31 18:00,H,99989,99950,100009
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-31 19:00,H,100030,100009,100078
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-31 20:00,H,100111,100069,100150
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-31 21:00,H,100202,100150,100250
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-31 22:00,H,100277,100239,100319
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-03-31 23:00,H,100360,100319,100400
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-01 00:00,H,100428,100400,100478
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-01 01:00,H,100529,100478,100550
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-01 02:00,H,100549,100539,100559
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-01 03:00,H,100581,100550,100600
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-01 04:00,H,100632,100589,100669
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-01 05:00,H,100732,100669,100789
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-01 06:00,H,100846,100789,100900
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-01 07:00,H,100890,100859,100909
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-01 08:00,H,100822,100739,100878
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-01 09:00,H,100666,100639,100739
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-01 10:00,H,100588,100519,100650
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-01 11:00,H,100481,100428,100519
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-01 12:00,H,100380,100319,100428
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-01 13:00,H,100280,100259,100319
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-01 14:00,H,100245,100200,100269
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-01 15:00,H,100232,100209,100278
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-01 16:00,H,100299,100259,100359
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-01 17:00,H,100399,100359,100439
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-01 18:00,H,100460,100439,100478
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-01 19:00,H,100502,100478,100539
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-01 20:00,H,100570,100550,100600
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-01 21:00,H,100614,100600,100650
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-01 22:00,H,100633,100619,100639
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-01 23:00,H,100682,100628,100739
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-02 00:00,H,100753,100739,100778
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-02 01:00,H,100801,100778,100819
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-02 02:00,H,100826,100809,100839
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-02 03:00,H,100816,100800,100828
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-02 04:00,H,100847,100800,100878
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-02 05:00,H,100864,100850,100889
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-02 06:00,H,100871,100850,100900
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-02 07:00,H,100906,100889,100919
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-02 08:00,H,100820,100728,100878
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-02 09:00,H,100648,100609,100719
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-02 10:00,H,100512,100409,100609
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-02 11:00,H,100343,100269,100409
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-02 12:00,H,100197,100139,100269
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-02 13:00,H,100093,100069,100139
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-02 14:00,H,99995,99939,100069
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-02 15:00,H,99910,99889,99939
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-02 16:00,H,99882,99859,99900
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-02 17:00,H,99891,99869,99909
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-02 18:00,H,99920,99909,99939
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-02 19:00,H,99969,99928,100009
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-02 20:00,H,100036,100009,100059
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-02 21:00,H,100081,100059,100109
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-02 22:00,H,100107,100100,100119
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-02 23:00,H,100123,100119,100128
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-03 00:00,H,100104,100089,100119
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-03 01:00,H,100080,100050,100100
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-03 02:00,H,100012,99978,100050
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-03 03:00,H,99927,99909,99969
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-03 04:00,H,99901,99889,99919
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-03 05:00,H,99897,99859,99909
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-03 06:00,H,99879,99859,99909
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-03 07:00,H,99909,99889,99928
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-03 08:00,H,99941,99928,99950
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-03 09:00,H,99936,99919,99950
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-03 10:00,H,99913,99900,99928
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-03 11:00,H,99864,99828,99900
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-03 12:00,H,99788,99750,99828
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-03 13:00,H,99716,99678,99750
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-03 14:00,H,99642,99619,99678
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-03 15:00,H,99583,99550,99619
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-03 16:00,H,99543,99528,99559
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-03 17:00,H,99567,99528,99609
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-03 18:00,H,99638,99609,99689
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-03 19:00,H,99762,99689,99850
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-03 20:00,H,99923,99850,99978
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-03 21:00,H,100048,99978,100100
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-03 22:00,H,100105,100078,100139
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-03 23:00,H,100155,100139,100169
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-04 00:00,H,100153,100139,100209
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-04 01:00,H,100179,100139,100228
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-04 02:00,H,100259,100228,100289
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-04 03:00,H,100304,100278,100339
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-04 04:00,H,100374,100339,100409
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-04 05:00,H,100458,100409,100519
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-04 06:00,H,100557,100519,100589
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-04 07:00,H,100616,100589,100650
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-04 08:00,H,100651,100628,100659
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-04 09:00,H,100629,100609,100650
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-04 10:00,H,100587,100569,100609
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-04 11:00,H,100576,100559,100589
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-04 12:00,H,100538,100509,100559
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-04 13:00,H,100507,100500,100519
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-04 14:00,H,100492,100478,100500
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-04 15:00,H,100483,100459,100509
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-04 16:00,H,100519,100489,100539
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-04 17:00,H,100571,100550,100600
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-04 18:00,H,100648,100600,100700
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-04 19:00,H,100752,100700,100800
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-04 20:00,H,100867,100800,100928
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-04 21:00,H,100971,100928,101009
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-04 22:00,H,101008,101000,101019
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-04 23:00,H,101036,101000,101059
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-05 00:00,H,101066,101050,101078
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-05 01:00,H,101072,101059,101089
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-05 02:00,H,101079,101059,101100
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-05 03:00,H,101084,101078,101100
╬Г╧З╧Х╪ЖAWS(╠╓аж),2024-04-05 04:00,H,101085,101069,101100
